KeyWords,DOI,abstract,category,type,public_date,fund,author,jounary,author info,title
,10.1016/S0140-6736(20)30300-7,,研究方向:General & Internal Medicine,文献类型:Editorial Material,出版年: FEB 8 2020,,"作者:Wang, FS (Wang, Fu-Sheng)[ 1 ] ; Zhang, C (Zhang, Chao)[ 1 ]",LANCET,"Peoples Liberat Army Gen Hosp, Natl Clin Res Ctr Infect Dis, Med Ctr 5, Treatment & Res Ctr Infect Dis, Beijing 100039, Peoples R China.
[ 1 ] Peoples Liberat Army Gen Hosp, Natl Clin Res Ctr Infect Dis, Med Ctr 5, Treatment & Res Ctr Infect Dis, Beijing 100039, Peoples R China
",What to do next to control the 2019-nCoV epidemic?
,FEB 8 2020,,研究方向:General & Internal Medicine,文献类型:Editorial Material,出版年: FEB 8 2020,,"作者:Horton, R (Horton, Richard)",LANCET,,"Offline: 2019-nCoV-""A desperate plea"""
作者关键词:coronavirus; epidemiology; pathogenesis; respiratory tract; virus classification; zoonoses,10.1002/jmv.25681,"摘要
The recent emergence of a novel coronavirus (2019-nCoV), which is causing an outbreak of unusual viral pneumonia in patients in Wuhan, a central city in China, is another warning of the risk of CoVs posed to public health. In this minireview, we provide a brief introduction of the general features of CoVs and describe diseases caused by different CoVs in humans and animals. This review will help understand the biology and potential risk of CoVs that exist in richness in wildlife such as bats.",研究方向:Virology,文献类型:Review,出版年: APR 2020,China National Science and Technology Major Project ,"作者:Chen, Y (Chen, Yu)[ 1 ] ; Liu, QY (Liu, Qianyun)[ 1 ] ; Guo, DY (Guo, Deyin)[ 2 ]",JOURNAL OF MEDICAL VIROLOGY,"Sun Yat Sen Univ, Ctr Infect & Immun Study, Sch Med, Guangzhou 510080, Peoples R China.
Wuhan Univ, Coll Life Sci, Modern Virol Res Ctr, Wuhan 430072, Peoples R China.
[ 1 ] Wuhan Univ, Coll Life Sci, Modern Virol Res Ctr, State Key Lab Virol, Wuhan, Peoples R China
[ 2 ] Sun Yat Sen Univ, Ctr Infect & Immun Study, Sch Med, Guangzhou 510080, Peoples R China
","Emerging coronaviruses: Genome structure, replication, and pathogenesis"
作者关键词:coronavirus; epidemiology; macromolecular design; SARS coronavirus,10.1002/jmv.25688,"摘要
There is a worldwide concern about the new coronavirus 2019-nCoV as a global public health threat. In this article, we provide a preliminary evolutionary and molecular epidemiological analysis of this new virus. A phylogenetic tree has been built using the 15 available whole genome sequences of 2019-nCoV, 12 whole genome sequences of 2019-nCoV, and 12 highly similar whole genome sequences available in gene bank (five from the severe acute respiratory syndrome, two from Middle East respiratory syndrome, and five from bat SARS-like coronavirus). Fast unconstrained Bayesian approximation analysis shows that the nucleocapsid and the spike glycoprotein have some sites under positive pressure, whereas homology modeling revealed some molecular and structural differences between the viruses. The phylogenetic tree showed that 2019-nCoV significantly clustered with bat SARS-like coronavirus sequence isolated in 2015, whereas structural analysis revealed mutation in Spike Glycoprotein and nucleocapsid protein. From these results, the new 2019-nCoV is distinct from SARS virus, probably trasmitted from bats after mutation conferring ability to infect humans.",研究方向:Virology,文献类型:Article,出版年: APR 2020,,"作者:Benvenuto, D (Benvenuto, Domenico)[ 1 ] ; Giovanetti, M (Giovanetti, Marta)[ 2 ] ; Ciccozzi, A (Ciccozzi, Alessandra)[ 1 ] ; Spoto, S (Spoto, Silvia)[ 3 ] ; Angeletti, S (Angeletti, Silvia)[ 4 ] ; Ciccozzi, M (Ciccozzi, Massimo)[ 2 ]",JOURNAL OF MEDICAL VIROLOGY,"Univ Campus Biomed Rome, Unit Clin Lab Sci, I-00128 Rome, Italy.
[ 1 ] Univ Campus Biomed Rome, Unit Med Stat & Mol Epidemiol, Rome, Italy
[ 2 ] Fundacao Oswaldo Cruz, Inst Oswaldo Cruz, Lab Flavivirus, Rio De Janeiro, Brazil
[ 3 ] Univ Campus Biomed Rome, Internal Med Unit, Rome, Italy
[ 4 ] Univ Campus Biomed Rome, Unit Clin Lab Sci, I-00128 Rome, Italy
",The 2019-new coronavirus epidemic: Evidence for virus evolution
,w20203,,研究方向:General & Internal Medicine,文献类型:Editorial Material,出版年: FEB 7 2020,,"作者:Manuel, B (Manuel, Battegay)[ 1 ] ; Richard, K (Richard, Kuehl)[ 1 ] ; Sarah, TS (Sarah, Tschudin-Sutter)[ 1 ] ; Hans, HH (Hans, Hirsch H.)[ 1,2,3 ] ; Andreas, FW (Andreas, Widmer F.)[ 1 ] ; Richard, AN (Richard, Neher A.)[ 4 ]",SWISS MEDICAL WEEKLY,"Univ Hosp Basel, Div Infect Dis & Hosp Epidemiol, Petersgraben 4, CH-4031 Basel, Switzerland.
[ 1 ] Univ Basel, Univ Hosp Basel, Div Infect Dis & Hosp Epidemiol, Basel, Switzerland
[ 2 ] Univ Hosp Basel, Lab Med, Clin Virol, Basel, Switzerland
[ 3 ] Univ Basel, Dept Biomed, Transplantat & Clin Virol, Basel, Switzerland
[ 4 ] Univ Basel, Biozentrum, Basel, Switzerland
",2019-Novel Coronavirus (2019-nCoV): estimating the case fatality rate - a word of caution
,10.1007/s12519-020-00343-7,"摘要
Since the outbreak of 2019 novel coronavirus infection (2019-nCoV) in Wuhan City, China, by January 30, 2020, a total of 9692 confirmed cases and 15,238 suspected cases have been reported around 31 provinces or cities in China. Among the confirmed cases, 1527 were severe cases, 171 had recovered and been discharged at home, and 213 died. And among these cases, a total of 28 children aged from 1 month to 17 years have been reported in China. For standardizing prevention and management of 2019-nCoV infections in children, we called up an experts' committee to formulate this experts' consensus statement. This statement is based on the Novel Coronavirus Infection Pneumonia Diagnosis and Treatment Standards (the fourth edition) (National Health Committee) and other previous diagnosis and treatment strategies for pediatric virus infections. The present consensus statement summarizes current strategies on diagnosis, treatment, and prevention of 2019-nCoV infection in children.",研究方向:Pediatrics,文献类型:Review; Early Access,FEB 2020,,"作者:Shen, KL (Shen, Kunling)[ 1 ] ; Yang, YH (Yang, Yonghong)[ 2 ] ; Wang, TY (Wang, Tianyou)[ 3 ] ; Zhao, DC (Zhao, Dongchi)[ 4 ] ; Jiang, Y (Jiang, Yi)[ 5 ] ; Jin, RM (Jin, Runming)[ 6 ] ; Zheng, YJ (Zheng, Yuejie)[ 7 ] ; Xu, BP (Xu, Baoping)[ 1 ] ; Xie, ZD (Xie, Zhengde)[ 2 ] ; Lin, LK (Lin, Likai)[ 8 ] ...更多内容",WORLD JOURNAL OF PEDIATRICS,"Capital Med Univ, Beijing Childrens Hosp, Dept Resp Med, Beijing, Peoples R China.
Capital Med Univ, Beijing Childrens Hosp, Beijing Pediat Res Inst, Beijing, Peoples R China.
Wuhan Univ, Zhongnan Hosp, Dept Pediat, Wuhan, Peoples R China.
[ 1 ] Capital Med Univ, Beijing Childrens Hosp, Dept Resp Med, Beijing, Peoples R China
[ 2 ] Capital Med Univ, Beijing Childrens Hosp, Beijing Pediat Res Inst, Beijing, Peoples R China
[ 3 ] Capital Med Univ, Beijing Childrens Hosp, Ctr Hematol Oncol, Beijing, Peoples R China
[ 4 ] Wuhan Univ, Zhongnan Hosp, Dept Pediat, Wuhan, Peoples R China
[ 5 ] Wuhan Univ, Renmin Hosp, Dept Pediat, Wuhan, Peoples R China
[ 6 ] Huazhong Univ Sci & Technol, Tongji Med Coll, Union Hosp, Dept Pediat, Wuhan, Peoples R China
[ 7 ] Shenzhen Childrens Hosp, Dept Resp Med, Shenzhen, Peoples R China
[ 8 ] Wuhan Univ, Zhongnan Hosp, Hosp Management Inst, Wuhan, Peoples R China
[ 9 ] China Med Univ, Shengjing Hosp, Dept Pediat Resp, Shenyang, Peoples R China
[ 10 ] Huazhong Univ Sci & Technol, Tongji Med Coll, Wuhan Childrens Hosp, Dept Resp Med, Wuhan, Peoples R China
[ 11 ] Huazhong Univ Sci & Technol, Tongji Med Coll, Dept Pediat, Tongji Hosp, Wuhan, Peoples R China
[ 12 ] Shenzhen Childrens Hosp, Dept Infect Dis, Shenzhen, Peoples R China
[ 13 ] Shanghai Childrens Hosp, Dept Resp Med, Shanghai, Peoples R China
[ 14 ] Peking Univ, Hosp 1, Dept Pediat, Beijing, Peoples R China
[ 15 ] Liaoning Univ Tradit Chinese Med, Affiliated Hosp, Dept Pediat, Shenyang, Peoples R China
[ 16 ] China Acad Chinese Med Sci, Inst Basic Res Clin Med, Beijing, Peoples R China
","Diagnosis, treatment, and prevention of 2019 novel coronavirus infection in children: experts' consensus statement"
,10.1007/s12250-020-00205-6,,研究方向:Virology,文献类型:Editorial Material; Early Access,FEB 2020,,"作者:Wu, YT (Wu, Yuntao)[ 1 ]",VIROLOGICA SINICA,"George Mason Univ, Sch Syst Biol, Natl Ctr Biodef & Infect Dis, Manassas, VA 20110 USA.
[ 1 ] George Mason Univ, Sch Syst Biol, Natl Ctr Biodef & Infect Dis, Manassas, VA 20110 USA
",Compensation of ACE2 Function for Possible Clinical Management of 2019-nCoV-Induced Acute Lung Injury
,10.1007/s12250-020-00203-8,,研究方向:Virology,文献类型:Letter; Early Access,FEB 2020,Chinese Academy of Sciences,"作者:Zhang, Z (Zhang, Zhan)[ 1 ] ; Li, XC (Li, Xiaochen)[ 1 ] ; Zhang, W (Zhang, Wei)[ 2 ] ; Shi, ZL (Shi, Zheng-Li)[ 2 ] ; Zheng, ZS (Zheng, Zhishui)[ 1 ] ; Wang, T (Wang, Tao)[ 1 ]",VIROLOGICA SINICA,"Wuhan Univ, Dept Resp Dis & Intens Care, Renmin Hosp, Wuhan 430060, Peoples R China.
[ 1 ] Wuhan Univ, Dept Resp Dis & Intens Care, Renmin Hosp, Wuhan 430060, Peoples R China
[ 2 ] Chinese Acad Sci, Wuhan Inst Virol, Ctr Biosafety Mega Sci, CAS Key Lab Special Pathogens, Wuhan 430071, Peoples R China
",Clinical Features and Treatment of 2019-nCov Pneumonia Patients in Wuhan: Report of A Couple Cases
,m516,,研究方向:General & Internal Medicine,文献类型:Editorial Material,出版年: FEB 7 2020,,"作者:Mowbray, H (Mowbray, Heather)",BMJ-BRITISH MEDICAL JOURNAL,,"In Beijing, coronavirus 2019-nCoV has created a siege mentality"
作者关键词: Coronavirus; Epidemiology; Characteristics; Public health,Epidemiology and Health,"摘要
OBJECTIVES: The 2019 novel coronavirus (2019-nCoV) from Wuhan, China is currently recognized as a public health emergency of global concern.METHODS: We reviewed the currently available literature to provide up-to-date guidance on control measures to be implemented by public health authorities.RESULTS: Some of the epidemiological characteristics of 2019-nCoV have been identified. However, there remain considerable uncertainties, which should be considered when providing guidance to public health authorities on control measures.CONCLUSIONS: Additional studies incorporating more detailed information from confirmed cases would be valuable.",,文献类型: research-article,出版年: 2020,,"作者:Ryu, Sukhyun; Chul, Chun Byung; Team, Korean Society of Epidemiology 2019-nCoV Task Force",Epidemiology and Health,,An interim review of the epidemiological characteristics of 2019 novel coronavirus
作者关键词:2019 novel coronavirus; 2019-nCoV; Respiratory disease; Pneumonia; Infectious diseases; Rapid advice guideline; Clinical practice guideline; Evidence-based medicine,4,"摘要
In December 2019, a new type viral pneumonia cases occurred in Wuhan, Hubei Province; and then named ""2019 novel coronavirus (2019-nCoV)"" by the World Health Organization (WHO) on 12 January 2020. For it is a never been experienced respiratory disease before and with infection ability widely and quickly, it attracted the world's attention but without treatment and control manual. For the request from frontline clinicians and public health professionals of 2019-nCoV infected pneumonia management, an evidence-based guideline urgently needs to be developed. Therefore, we drafted this guideline according to the rapid advice guidelines methodology and general rules of WHO guideline development; we also added the first-hand management data of Zhongnan Hospital of Wuhan University. This guideline includes the guideline methodology, epidemiological characteristics, disease screening and population prevention, diagnosis, treatment and control (including traditional Chinese Medicine), nosocomial infection prevention and control, and disease nursing of the 2019-nCoV. Moreover, we also provide a whole process of a successful treatment case of the severe 2019-nCoV infected pneumonia and experience and lessons of hospital rescue for 2019-nCoV infections. This rapid advice guideline is suitable for the first frontline doctors and nurses, managers of hospitals and healthcare sections, community residents, public health persons, relevant researchers, and all person who are interested in the 2019-nCoV.",研究方向:General & Internal Medicine,文献类型:Article,出版年: FEB 6 2020,"Entrusted Project of National Center for Medical Service Administration, National Health and Family Planning Commission China ","作者:Jin, YH (Jin, Ying-Hui)[ 1 ] ; Cai, L (Cai, Lin)[ 2 ] ; Cheng, ZS (Cheng, Zhen-Shun)[ 3 ] ; Cheng, H (Cheng, Hong)[ 4 ] ; Deng, T (Deng, Tong)[ 1,5 ] ; Fan, YP (Fan, Yi-Pin)[ 6,7 ] ; Fang, C (Fang, Cheng)[ 1 ] ; Huang, D (Huang, Di)[ 1 ] ; Huang, LQ (Huang, Lu-Qi)[ 6,7 ] ; Huang, Q (Huang, Qiao)[ 1 ] ...更多内容",MILITARY MEDICAL RESEARCH,"Wuhan Univ, Zhongnan Hosp, Ctr Evidence Based & Translat Med, Wuhan 430071, Peoples R China.
China Acad Chinese Med Sci, Beijing 100700, Peoples R China.
[ 1 ] Wuhan Univ, Zhongnan Hosp, Ctr Evidence Based & Translat Med, Wuhan 430071, Peoples R China
[ 2 ] Wuhan Univ, Inst Hosp Management, Wuhan 430071, Peoples R China
[ 3 ] Wuhan Univ, Dept Resp Med, Zhongnan Hosp, Wuhan 430071, Peoples R China
[ 4 ] Wuhan Univ, Dept Pharm, Zhongnan Hosp, Wuhan 430071, Peoples R China
[ 5 ] Henan Univ, Inst Evidence Based Med & Knowledge Translat, Kaifeng 475000, Peoples R China
[ 6 ] China Acad Chinese Med Sci, Beijing 100700, Peoples R China
[ 7 ] China Ctr Evidence Based Tradit Chinese Med CCEBT, Beijing 100700, Peoples R China
[ 8 ] Wuhan Univ, Dept Crit Care Med, Zhongnan Hosp, Wuhan 430071, Peoples R China
[ 9 ] Wuhan Univ, Dept Clin Lab, Zhongnan Hosp, Wuhan 430071, Peoples R China
[ 10 ] Wuhan Univ, Dept Infect Dis, Zhongnan Hosp, Wuhan 430071, Peoples R China
[ 11 ] Wuhan Univ, Div Med Affairs, Zhongnan Hosp, Wuhan 430071, Peoples R China
[ 12 ] Wuhan Univ, Div Nursing Affairs, Zhongnan Hosp, Wuhan 430071, Peoples R China
[ 13 ] Wuhan Univ, Off Nosocomial Infect Control, Zhongnan Hosp, Wuhan 430071, Peoples R China
[ 14 ] Wuhan Univ, Emergency Ctr, Zhongnan Hosp, Wuhan 430071, Peoples R China
[ 15 ] Wuhan Univ, Dept Radiol, Zhongnan Hosp, Wuhan 430071, Peoples R China
[ 16 ] McMaster Univ, Dept Hlth Res Methods Evidence & Impact, Hamilton, ON L8S 4L8, Canada
[ 17 ] McMaster Univ, Dept Tradit Chinese Med, Zhongnan Hosp, Wuhan 430071, Peoples R China
[ 18 ] Wuhan Univ, Global Hlth Inst, Wuhan 430072, Peoples R China
",A rapid advice guideline for the diagnosis and treatment of 2019 novel coronavirus (2019-nCoV) infected pneumonia (standard version)
,10.1007/s00330-020-06713-z,,"研究方向:Radiology, Nuclear Medicine & Medical Imaging",文献类型:Editorial Material; Early Access,FEB 2020,,"作者:Pan, YY (Pan, Yueying)[ 1 ] ; Guan, HX (Guan, Hanxiong)[ 1 ]",EUROPEAN RADIOLOGY,"Huazhong Univ Sci & Technol, Tongji Hosp, Dept Radiol, Wuhan 430030, Peoples R China.
[ 1 ] Huazhong Univ Sci & Technol, Tongji Hosp, Dept Radiol, Wuhan 430030, Peoples R China
",Imaging changes in patients with 2019-nCov
,2000080,"摘要
We evaluated effectiveness of thermal passenger screening for 2019-nCoV infection at airport exit and entry to inform public health decision-making. In our baseline scenario, we estimated that 46% (95% confidence interval: 36 to 58) of infected travellers would not be detected, depending on incubation period, sensitivity of exit and entry screening, and proportion of asymptomatic cases. Airport screening is unlikely to detect a sufficient proportion of 2019-nCoV infected travellers to avoid entry of infected travellers.",研究方向:Infectious Diseases,文献类型:Article,出版年: FEB 6 2020,Sir Henry Dale Fellowship - Wellcome Trust ,"作者:Quilty, BJ (Quilty, Billy J.)[ 1 ] ; Clifford, S (Clifford, Sam)[ 1 ] ; Flasche, S (Flasche, Stefan)[ 1 ] ; Eggo, RM (Eggo, Rosalind M.)[ 1 ] ; Liu, Y (Liu, Yang); Diamond, C (Diamond, Charlie); Edmunds, WJ (Edmunds, W. John); Funk, S (Funk, Sebastian); Gimma, A (Gimma, Amy); Munday, JD (Munday, James D.)...更多内容",EUROSURVEILLANCE,"London Sch Hyg & Trop Med, Ctr Math Modelling Infect Dis, Dept Infect Dis Epidemiol, London, England.
[ 1 ] London Sch Hyg & Trop Med, Ctr Math Modelling Infect Dis, Dept Infect Dis Epidemiol, London, England
",Effectiveness of airport screening at detecting travellers infected with novel coronavirus (2019-nCoV)
,10.2807/1560-7917.ES.2020.25.5.200131e,,研究方向:Infectious Diseases,文献类型:Editorial Material,出版年: FEB 6 2020,,团体作者: Eurosurveillance Editorial Team,EUROSURVEILLANCE,"European Ctr Dis Prevent & Control ECDC, Stockholm, Sweden.
[ 1 ] European Ctr Dis Prevent & Control ECDC, Stockholm, Sweden
",Note from the editors: World Health Organization declares novel coronavirus (2019-nCoV) sixth public health emergency of international concern
,2000062,"摘要
A novel coronavirus (2019-nCoV) is causing an outbreak of viral pneumonia that started in Wuhan, China. Using the travel history and symptom onset of 88 confirmed cases that were detected outside Wuhan in the early outbreak phase, we estimate the mean incubation period to be 6.4 days (95% credible interval: 5.6-7.7), ranging from 2.1 to 11.1 days (2.5th to 97.5th percentile). These values should help inform 2019-nCoV case definitions and appropriate quarantine durations.",研究方向:Infectious Diseases,文献类型:Article,出版年: FEB 6 2020,"Netherlands Ministry of Health, Welfare and Sport ","作者:Backer, JA (Backer, Jantien A.)[ 1 ] ; Klinkenberg, D (Klinkenberg, Don)[ 1 ] ; Wallinga, J (Wallinga, Jacco)[ 1,2 ]",EUROSURVEILLANCE,"Natl Inst Publ Hlth & Environm RIVM, Ctr Infect Dis Control, Bilthoven, Netherlands.
[ 1 ] Natl Inst Publ Hlth & Environm RIVM, Ctr Infect Dis Control, Bilthoven, Netherlands
[ 2 ] Leiden Univ, Dept Biomed Data Sci, Med Ctr, Leiden, Netherlands
","Incubation period of 2019 novel coronavirus (2019-nCoV) infections among travellers from Wuhan, China, 20-28 January 2020"
作者关键词:New coronavirus; Respiratory infection; Child; Diagnosis; Treatment; Recommendation,10.1007/s12519-020-00345-5,"摘要
Since December 2019, an epidemic caused by novel coronavirus (2019-nCoV) infection has occurred unexpectedly in China. As of 8 pm, 31 January 2020, more than 20 pediatric cases have been reported in China. Of these cases, ten patients were identified in Zhejiang Province, with an age of onset ranging from 112 days to 17 years. Following the latest National recommendations for diagnosis and treatment of pneumonia caused by 2019-nCoV (the 4th edition) and current status of clinical practice in Zhejiang Province, recommendations for the diagnosis and treatment of respiratory infection caused by 2019-nCoV for children were drafted by the National Clinical Research Center for Child Health, the National Children's Regional Medical Center, Children's Hospital, Zhejiang University School of Medicine to further standardize the protocol for diagnosis and treatment of respiratory infection in children caused by 2019-nCoV.",研究方向:Pediatrics,文献类型:Review; Early Access,FEB 2020,,"作者:Chen, ZM (Chen, Zhi-Min)[ 1 ] ; Fu, JF (Fu, Jun-Fen)[ 1 ] ; Shu, Q (Shu, Qiang)[ 1 ] ; Chen, YH (Chen, Ying-Hu)[ 1 ] ; Hua, CZ (Hua, Chun-Zhen)[ 1 ] ; Li, FB (Li, Fu-Bang)[ 1 ] ; Lin, R (Lin, Ru)[ 1 ] ; Tang, LF (Tang, Lan-Fang)[ 1 ] ; Wang, TL (Wang, Tian-Lin)[ 1 ] ; Wang, W (Wang, Wei)[ 1 ] ...更多内容",WORLD JOURNAL OF PEDIATRICS,"Zhejiang Univ, Childrens Hosp, Natl Childrens Reg Med Ctr, Natl Clin Res Ctr Child Hlth,Sch Med, Hangzhou 310052, Peoples R China.
[ 1 ] Zhejiang Univ, Childrens Hosp, Natl Childrens Reg Med Ctr, Natl Clin Res Ctr Child Hlth,Sch Med, Hangzhou 310052, Peoples R China
",Diagnosis and treatment recommendations for pediatric respiratory infection caused by the 2019 novel coronavirus
,10.1038/s41423-020-0372-4,,研究方向:Immunology,文献类型:Editorial Material; Early Access,FEB 2020,,"作者:Jiang, SB (Jiang, Shibo)[ 1 ] ; Xia, S (Xia, Shuai)[ 1 ] ; Ying, TL (Ying, Tianlei)[ 1 ] ; Lu, L (Lu, Lu)[ 1 ]",CELLULAR & MOLECULAR IMMUNOLOGY,"Fudan Univ, Sch Basic Med Sci, 131 Dong An Rd, Shanghai 200032, Peoples R China.
[ 1 ] Fudan Univ, Sch Basic Med Sci, 131 Dong An Rd, Shanghai 200032, Peoples R China
",A novel coronavirus (2019-nCoV) causing pneumonia-associated respiratory syndrome
作者关键词:adenovirus; coronavirus; diagnostic methods; influenza virus; respiratory syncytial virus; respiratory viral infection; rhinovirus,10.1002/jmv.25674,"摘要
Respiratory tract viral infection caused by viruses or bacteria is one of the most common diseases in human worldwide, while those caused by emerging viruses, such as the novel coronavirus, 2019-nCoV that caused the pneumonia outbreak in Wuhan, China most recently, have posed great threats to global public health. Identification of the causative viral pathogens of respiratory tract viral infections is important to select an appropriate treatment, save people's lives, stop the epidemics, and avoid unnecessary use of antibiotics. Conventional diagnostic tests, such as the assays for rapid detection of antiviral antibodies or viral antigens, are widely used in many clinical laboratories. With the development of modern technologies, new diagnostic strategies, including multiplex nucleic acid amplification and microarray-based assays, are emerging. This review summarizes currently available and novel emerging diagnostic methods for the detection of common respiratory viruses, such as influenza virus, human respiratory syncytial virus, coronavirus, human adenovirus, and human rhinovirus. Multiplex assays for simultaneous detection of multiple respiratory viruses are also described. It is anticipated that such data will assist researchers and clinicians to develop appropriate diagnostic strategies for timely and effective detection of respiratory virus infections.",研究方向:Virology,文献类型:Review,出版年: APR 2020,Hebei Province's Program for Talents Returning from Studying Overseas ,"作者:Zhang, NR (Zhang, Naru)[ 1 ] ; Wang, LL (Wang, Lili)[ 2 ] ; Deng, XQ (Deng, Xiaoqian)[ 3 ] ; Liang, RY (Liang, Ruiying)[ 3 ] ; Su, M (Su, Meng)[ 3 ] ; He, C (He, Chen)[ 3 ] ; Hu, LF (Hu, Lanfang)[ 3 ] ; Su, YD (Su, Yudan)[ 3 ] ; Ren, J (Ren, Jing)[ 3 ] ; Yu, F (Yu, Fei)[ 3 ] ...更多内容",JOURNAL OF MEDICAL VIROLOGY,"Hebei Agr Univ, Coll Life & Sci, State Key Lab North China Crop Improvement & Regu, Baoding, Peoples R China.
New York Blood Ctr, Lindsley F Kimball Res Inst, New York, NY 10065 USA.
[ 1 ] Zhejiang Univ City Coll, Sch Med, Dept Clin Med, Hangzhou, Peoples R China
[ 2 ] Hebei Agr Univ, Res Ctr Chinese Jujube, State Key Lab North China Crop Improvement & Regu, Baoding, Peoples R China
[ 3 ] Hebei Agr Univ, Coll Life & Sci, State Key Lab North China Crop Improvement & Regu, Baoding, Peoples R China
[ 4 ] New York Blood Ctr, Lindsley F Kimball Res Inst, New York, NY 10065 USA
[ 5 ] Fudan Univ, Key Lab Med Mol Virol MOE NHC CAMS, Sch Basic Med Sci, Shanghai Med Coll, Shanghai, Peoples R China
",Recent advances in the detection of respiratory virus infection in humans
,10.1038/s41422-020-0282-0,,研究方向:Cell Biology,文献类型:Letter,出版年: MAR 2020,"National Science and Technology Major Projects for ""Major New Drugs Innovation and Development"" ","作者:Wang, ML (Wang, Manli)[ 1 ] ; Cao, RY (Cao, Ruiyuan)[ 2 ] ; Zhang, LK (Zhang, Leike)[ 1 ] ; Yang, XL (Yang, Xinglou)[ 1 ] ; Liu, J (Liu, Jia)[ 1 ] ; Xu, MY (Xu, Mingyue)[ 1 ] ; Shi, ZL (Shi, Zhengli)[ 1 ] ; Hu, ZH (Hu, Zhihong)[ 1 ] ; Zhong, W (Zhong, Wu)[ 2 ] ; Xiao, GF (Xiao, Gengfu)[ 1 ]",CELL RESEARCH,"Chinese Acad Sci, Wuhan Inst Virol, Ctr Biosafety Mega Sci, State Key Lab Virol, Wuhan 430071, Peoples R China.
Beijing Inst Pharmacol & Toxicol, Natl Engn Res Ctr Emergency Drug, Beijing 100850, Peoples R China.
[ 1 ] Chinese Acad Sci, Wuhan Inst Virol, Ctr Biosafety Mega Sci, State Key Lab Virol, Wuhan 430071, Peoples R China
[ 2 ] Beijing Inst Pharmacol & Toxicol, Natl Engn Res Ctr Emergency Drug, Beijing 100850, Peoples R China
",Remdesivir and chloroquine effectively inhibit the recently emerged novel coronavirus (2019-nCoV) in vitro
,10.1038/s41586-020-2008-3,"摘要
Emerging infectious diseases, such as severe acute respiratory syndrome (SARS) and Zika virus disease, present a major threat to public health(1-3). Despite intense research efforts, how, when and where new diseases appear are still a source of considerable uncertainty. A severe respiratory disease was recently reported in Wuhan, Hubei province, China. As of 25 January 2020, at least 1,975 cases had been reported since the first patient was hospitalized on 12 December 2019. Epidemiological investigations have suggested that the outbreak was associated with a seafood market in Wuhan. Here we study a single patient who was a worker at the market and who was admitted to the Central Hospital of Wuhan on 26 December 2019 while experiencing a severe respiratory syndrome that included fever, dizziness and a cough. Metagenomic RNA sequencing(4) of a sample of bronchoalveolar lavage fluid from the patient identified a new RNA virus strain from the family Coronaviridae, which is designated here 'WH-Human 1' coronavirus (and has also been referred to as '2019-nCoV'). Phylogenetic analysis of the complete viral genome (29,903 nucleotides) revealed that the virus was most closely related (89.1% nucleotide similarity) to a group of SARS-like coronaviruses (genus Betacoronavirus, subgenus Sarbecovirus) that had previously been found in bats in China(5). This outbreak highlights the ongoing ability of viral spill-over from animals to cause severe disease in humans.",研究方向:Science & Technology - Other Topics,文献类型:Article,出版年: MAR 2020,Special National Project on investigation of basic resources of China ,"作者:Wu, F (Wu, Fan)[ 1 ] ; Zhao, S (Zhao, Su)[ 2 ] ; Yu, B (Yu, Bin)[ 3 ] ; Chen, YM (Chen, Yan-Mei)[ 1 ] ; Wang, W (Wang, Wen)[ 4 ] ; Song, ZG (Song, Zhi-Gang)[ 1 ] ; Hu, Y (Hu, Yi)[ 2 ] ; Tao, ZW (Tao, Zhao-Wu)[ 2 ] ; Tian, JH (Tian, Jun-Hua)[ 3 ] ; Pei, YY (Pei, Yuan-Yuan)[ 1 ] ...更多内容",NATURE,"Fudan Univ, Shanghai Publ Hlth Clin Ctr, Shanghai, Peoples R China.
China Ctr Dis Control & Prevent, Natl Inst Communicable Dis Control & Prevent, Dept Zoonosis, Beijing, Peoples R China.
Fudan Univ, Sch Publ Hlth, Shanghai, Peoples R China.
[ 1 ] Fudan Univ, Shanghai Publ Hlth Clin Ctr, Shanghai, Peoples R China
[ 2 ] Huazhong Univ Sci & Technol, Tongji Med Coll, Cent Hosp Wuhan, Dept Pulm & Crit Care Med, Wuhan, Peoples R China
[ 3 ] Wuhan Ctr Dis Control & Prevent, Wuhan, Peoples R China
[ 4 ] China Ctr Dis Control & Prevent, Natl Inst Communicable Dis Control & Prevent, Dept Zoonosis, Beijing, Peoples R China
[ 5 ] Univ Sydney, Sch Life & Environm Sci, Marie Bashir Inst Infect Dis & Biosecur, Sydney, NSW, Australia
[ 6 ] Univ Sydney, Sch Med Sci, Sydney, NSW, Australia
[ 7 ] Fudan Univ, Sch Publ Hlth, Shanghai, Peoples R China
",A new coronavirus associated with human respiratory disease in China
