abstract,KeyWords,type,jounary,DOI,title,author,category,fund,public_date,author info
,,文献类型:Editorial Material,LANCET,10.1016/S2213-2600(20)30079-5,"COVID-19: too little, too late?",作者:[Anonymous],研究方向:General & Internal Medicine,,出版年: MAR 7 2020,
,,文献类型:Editorial Material,LANCET,10.1016/S0140-6736(20)30365-2,What are the risks of COVID-19 infection in pregnant women?,"作者:Qiao, J (Qiao, Jie)[ 1,2,3,4 ]",研究方向:General & Internal Medicine,,出版年: MAR 7 2020,"Peking Univ, Hosp 3, Ctr Reprod Med, Dept Obstet & Gynecol, Beijing 100191, Peoples R China.
Natl Clin Res Ctr Obstet & Gynecol, Beijing 100191, Peoples R China.
Peking Univ, Key Lab Assisted Reprod, Minist Educ, Beijing 100191, Peoples R China.
Beijing Key Lab Reprod Endocrinol & Assisted Repr, Beijing 100191, Peoples R China.
[ 1 ] Peking Univ, Hosp 3, Ctr Reprod Med, Dept Obstet & Gynecol, Beijing 100191, Peoples R China
[ 2 ] Natl Clin Res Ctr Obstet & Gynecol, Beijing 100191, Peoples R China
[ 3 ] Peking Univ, Key Lab Assisted Reprod, Minist Educ, Beijing 100191, Peoples R China
[ 4 ] Beijing Key Lab Reprod Endocrinol & Assisted Repr, Beijing 100191, Peoples R China
"
,,文献类型:Editorial Material,LANCET,10.1016/S0140-6736(20)30421-9,COVID-19 control in China during mass population movements at New Year,"作者:Chen, SM (Chen, Simiao)[ 1 ] ; Yang, JT (Yang, Juntao)[ 2,3 ] ; Yang, WZ (Yang, Weizhong)[ 3,4 ] ; Wang, C (Wang, Chen)[ 3,4,5 ] ; Barnighausen, T (Barnighausen, Till)[ 1,6 ]",研究方向:General & Internal Medicine,,出版年: MAR 7 2020,"Peking Union Med Coll, Beijing, Peoples R China.
Chinese Acad Med Sci, Beijing, Peoples R China.
Chinese Acad Engn, Beijing, Peoples R China.
[ 1 ] Heidelberg Univ, Heidelberg Inst Global Hlth, Heidelberg Med Sch, Heidelberg, Germany
[ 2 ] Chinese Acad Med Sci, State Key Lab Med Mol Biol, Inst Basic Med Sci, Beijing, Peoples R China
[ 3 ] Peking Union Med Coll, Beijing, Peoples R China
[ 4 ] Chinese Acad Med Sci, Beijing, Peoples R China
[ 5 ] Chinese Acad Engn, Beijing, Peoples R China
[ 6 ] Harvard Univ, Harvard TH Chan Sch Publ Hlth, Boston, MA 02115 USA
"
,,文献类型:Letter,LANCET,10.1016/S0140-6736(20)30418-9,"Statement in support of the scientists, public health professionals, and medical professionals of China combatting COVID-19","作者:Calisher, C (Calisher, Charles)[ 1 ] ; Carroll, D (Carroll, Dennis)[ 2 ] ; Colwell, R (Colwell, Rita)[ 3 ] ; Corley, RB (Corley, Ronald B.); Daszak, P (Daszak, Peter)[ 5 ] ; Drosten, C (Drosten, Christian)[ 6 ] ; Enjuanes, L (Enjuanes, Luis); Farrar, JM (Farrar, Jere My); Field, H (Field, Hume)[ 8 ] ; Golding, J (Golding, Josie)...更多内容",研究方向:General & Internal Medicine,,出版年: MAR 7 2020,"Colorado State Univ, Ft Collins, CO 80523 USA.
[ 1 ] Colorado State Univ, Ft Collins, CO 80523 USA
[ 2 ] Texas A&M, Scowcroft Inst Int Affairs, College Stn, TX USA
[ 3 ] Univ Maryland, College Pk, MD 20742 USA
[ 4 ] Boston Univ, NEIDL Inst RBC, Boston, MA 02215 USA
[ 5 ] EcoHlth Alliance, New York, NY USA
[ 6 ] Charite Univ Med Berlin, Berlin, Germany
[ 7 ] Natl Ctr Biotechnol, Madrid, Spain
[ 8 ] Univ Queensland, Sch Vet Sci, Brisbane, Qld, Australia
[ 9 ] Leiden Univ, Med Ctr, Leiden, Netherlands
[ 10 ] Erasmus MC, Rotterdam, Netherlands
[ 11 ] Emory Univ, Atlanta, GA 30322 USA
[ 12 ] Working Grp Wildlife, World Org Anim Hlth OIE, New York, NY USA
[ 13 ] Univ Malaya, Kuala Lumpur, Malaysia
[ 14 ] Food & Agr Org United Nations, Rome, Italy
[ 15 ] Curtin Univ, Perth, WA, Australia
[ 16 ] Massachusetts Med Sch, Worcester, MA USA
[ 17 ] Univ Calif Davis, Davis, CA 95616 USA
[ 18 ] Mt Sinai Hosp, Icahn Sch Med, Dept Microbiol, New York, NY 10029 USA
[ 19 ] Univ Iowa, Roy J & Lucille A Carver Coll Med, Iowa City, IA USA
[ 20 ] Univ Hong Kong, Hong Kong, Peoples R China
[ 21 ] Univ Chicago, Chigaco, IL USA
[ 22 ] Ohio State Univ, Columbus, OH 43210 USA
[ 23 ] Univ Melbourne, Melboune, Vic, Australia
"
"摘要
The outbreak of 2019-novel coronavirus disease (COVID-19) that is caused by SARS-CoV-2 has spread rapidly in China, and has developed to be a Public Health Emergency of International Concern. However, no specific antiviral treatments or vaccines are available yet. This work aims to share strategies and candidate antigens to develop safe and effective vaccines against SARS-CoV-2.",,文献类型:Article,NPJ VACCINES,18,The outbreak of SARS-CoV-2 pneumonia calls for viral vaccines,"作者:Shang, WL (Shang, Weilong)[ 1 ] ; Yang, Y (Yang, Yi)[ 1 ] ; Rao, YF (Rao, Yifan)[ 1 ] ; Rao, XC (Rao, Xiancai)[ 1 ]",研究方向:Immunology; Research & Experimental Medicine,National Key Biosafety Technology Research and Development Program of China ,出版年: MAR 6 2020,"Third Mil Med Univ, Army Med Univ, Coll Basic Med Sci, Dept Microbiol, Chongqing 400038, Peoples R China.
[ 1 ] Third Mil Med Univ, Army Med Univ, Coll Basic Med Sci, Dept Microbiol, Chongqing 400038, Peoples R China
"
,,文献类型:Letter; Early Access,CANADIAN JOURNAL OF ANESTHESIA-JOURNAL CANADIEN D ANESTHESIE,10.1007/s12630-020-01617-4,What we do when a COVID-19 patient needs an operation: operating room preparation and guidance,"作者:Ti, LK (Ti, Lian Kah)[ 1,2 ] ; Ang, LS (Ang, Lin Stella)[ 1 ] ; Foong, TW (Foong, Theng Wai)[ 1 ] ; Ng, BSW (Ng, Bryan Su Wei)[ 1 ]",研究方向:Anesthesiology,,MAR 2020,"Natl Univ Hlth Syst, Dept Anaesthesia, Singapore, Singapore.
[ 1 ] Natl Univ Hlth Syst, Dept Anaesthesia, Singapore, Singapore
[ 2 ] Natl Univ Singapore, Yong Loo Lin Sch Med, Dept Anaesthesia, Singapore, Singapore
"
,,文献类型:News Item,SCIENCE,10.1126/science.367.6482.1061,Can China's COVID-19 strategy work elsewhere?,"作者:Kupferschmidt, K (Kupferschmidt, Kai); Cohen, J (Cohen, Jon)",研究方向:Science & Technology - Other Topics,,出版年: MAR 6 2020,
,,文献类型:Editorial Material,BMJ-BRITISH MEDICAL JOURNAL,m919,Covid-19: are we getting the communications right?,"作者:Cowper, A (Cowper, Andy)[ 1 ]",研究方向:General & Internal Medicine,,出版年: MAR 6 2020,"Hlth Policy Insight, London, England.
[ 1 ] Hlth Policy Insight, London, England
"
,,文献类型:News Item,BMJ-BRITISH MEDICAL JOURNAL,m941,Trump claims public health warnings on covid-19 are a conspiracy against him,"作者:Dyer, O (Dyer, Owen)",研究方向:General & Internal Medicine,,出版年: MAR 6 2020,
,,文献类型:News Item,BMJ-BRITISH MEDICAL JOURNAL,m936,Covid-19: GP surgeries close for two weeks after staff test positive,"作者:Iacobucci, G (Iacobucci, Gareth)",研究方向:General & Internal Medicine,,出版年: MAR 6 2020,
,,文献类型:News Item,BMJ-BRITISH MEDICAL JOURNAL,m943,"Covid-19: UK records first death, as world's cases exceed 100 000","作者:Mahase, E (Mahase, Elisabeth)",研究方向:General & Internal Medicine,,出版年: MAR 6 2020,
,,文献类型:Letter,SCIENCE CHINA-LIFE SCIENCES,UNSP 63,Co-infections of SARS-CoV-2 with multiple common respiratory pathogens in infected patients,"作者:Lin, DC (Lin, Dachuan)[ 1 ] ; Liu, L (Liu, Lei)[ 2 ] ; Zhang, MX (Zhang, Mingxia)[ 2 ] ; Hu, YL (Hu, Yunlong)[ 1 ] ; Yang, QT (Yang, Qianting)[ 2 ] ; Guo, JB (Guo, Jiubiao)[ 1 ] ; Guo, YC (Guo, Yongchao)[ 1 ] ; Dai, YC (Dai, Youchao)[ 1 ] ; Xu, YZ (Xu, Yuzhong)[ 3 ] ; Cai, Y (Cai, Yi)[ 1 ] ...更多内容",研究方向:Life Sciences & Biomedicine - Other Topics,Guangdong Provincial Science and Technology Program ,出版年: APR 2020,"Shenzhen Univ, Sch Med, Dept Pathol Biol, Guangdong Prov Key Lab Reg Immun & Dis, Shenzhen 518060, Peoples R China.
Southern Univ Sci & Technol, Shenzhen Peoples Hosp 3, Guangdong Key Lab Diag & Treatment Emerging Infec, Natl Clin Res Ctr Infect Dis, Shenzhen 518112, Peoples R China.
[ 1 ] Shenzhen Univ, Sch Med, Dept Pathol Biol, Guangdong Prov Key Lab Reg Immun & Dis, Shenzhen 518060, Peoples R China
[ 2 ] Southern Univ Sci & Technol, Shenzhen Peoples Hosp 3, Guangdong Key Lab Diag & Treatment Emerging Infec, Natl Clin Res Ctr Infect Dis, Shenzhen 518112, Peoples R China
[ 3 ] Shenzhen Univ, Affiliated Hosp 2, Shenzhen Baoan Hosp, Dept Clin Lab, Shenzhen 518071, Peoples R China
"
"摘要
A healthy 35 year-old man who had visited Wuhan, China, presented with cough and fever that progressed to pneumonia. This report describes the diagnosis, clinical course, and management of the condition. The case highlights the importance of close coordination between clinicians and public health authorities at the local, state, and federal levels.

An outbreak of novel coronavirus (2019-nCoV) that began in Wuhan, China, has spread rapidly, with cases now confirmed in multiple countries. We report the first case of 2019-nCoV infection confirmed in the United States and describe the identification, diagnosis, clinical course, and management of the case, including the patient's initial mild symptoms at presentation with progression to pneumonia on day 9 of illness. This case highlights the importance of close coordination between clinicians and public health authorities at the local, state, and federal levels, as well as the need for rapid dissemination of clinical information related to the care of patients with this emerging infection.",,文献类型:Article,NEW ENGLAND JOURNAL OF MEDICINE,10.1056/NEJMoa2001191,First Case of 2019 Novel Coronavirus in the United States,"作者:Holshue, ML (Holshue, Michelle L.)[ 1,6 ] ; DeBolt, C (DeBolt, Chas)[ 6 ] ; Lindquist, S (Lindquist, Scott)[ 6 ] ; Lofy, KH (Lofy, Kathy H.)[ 6 ] ; Wiesman, J (Wiesman, John)[ 6 ] ; Bruce, H (Bruce, Hollianne)[ 7 ] ; Spitters, C (Spitters, Christopher)[ 7,10 ] ; Ericson, K (Ericson, Keith)[ 8 ] ; Wilkerson, S (Wilkerson, Sara)[ 9 ] ; Tural, A (Tural, Ahmet)[ 9 ] ...更多内容",研究方向:General & Internal Medicine,,出版年: MAR 5 2020,"Washington State Dept Hlth Publ Hlth Labs, 1610 NE 150th St, Shoreline, WA 98155 USA.
[ 1 ] Ctr Dis Control & Prevent, Epidem Intelligence Serv, Atlanta, GA USA
[ 2 ] Ctr Dis Control & Prevent, Natl Ctr Immunizat & Resp Dis, Atlanta, GA USA
[ 3 ] Ctr Dis Control & Prevent, Div Viral Dis, Atlanta, GA USA
[ 4 ] Ctr Dis Control & Prevent, Influenza Div, Atlanta, GA USA
[ 5 ] Ctr Dis Control & Prevent, Div Preparedness & Emerging Infect, Atlanta, GA USA
[ 6 ] Washington State Dept Hlth, Shoreline, WA USA
[ 7 ] Snohomish Hlth Dist, Everett, WA USA
[ 8 ] Providence Med Grp, Everett, WA USA
[ 9 ] Providence Reg Med Ctr, Everett, WA USA
[ 10 ] Univ Washington, Sch Med, Dept Med, Seattle, WA 98195 USA
"
,,文献类型:Editorial Material,SWISS MEDICAL WEEKLY,w20216,Understanding COVID-19 new diagnostic guidelines - a message of reassurance from an internal medicine doctor in Shanghai,"作者:Evelyne, B (Evelyne, Bischof)[ 1,2 ] ; Chen, G (Chen Guoting)[ 3 ] ; Teresa, FM (Teresa, Ferretti Maria)[ 4 ]",研究方向:General & Internal Medicine,,出版年: MAR 5 2020,"Shanghai Univ Med & Hlth Sci, Coll Fundamental Med, 279 Zhouzhu Hwy,CN-201318 Pudong, Shanghai, Peoples R China.
[ 1 ] Shanghai Univ Med & Hlth Sci, Coll Fundamental Med, 279 Zhouzhu Hwy,CN-201318 Pudong, Shanghai, Peoples R China
[ 2 ] Shanghai Jiao Tong Univ, Sch Med, Shanghai, Peoples R China
[ 3 ] Tongji Univ, Sch Med, Shanghai East Hosp, Dept Emergency Trauma, Shanghai, Peoples R China
[ 4 ] Womens Brain Project, Geneva, Switzerland
"
"摘要
In the WHO European Region, COVID-19 surveillance was implemented 27 January 2020. We detail the first European cases. As at 21 February, nine European countries reported 47 cases. Among 38 cases studied, 21 were linked to two clusters in Germany and France, 14 were infected in China. Median case age was 42 years; 25 were male. Late detection of the clusters' index cases delayed isolation of further local cases. As at 5 March, there were 4,250 cases.",,文献类型:Article,EUROSURVEILLANCE,2000178,"First cases of coronavirus disease 2019 (COVID-19) in the WHO European Region, 24 January to 21 February 2020","作者:Spiteri, G (Spiteri, Gianfranco)[ 1 ] ; Fielding, J (Fielding, James)[ 2 ] ; Diercke, M (Diercke, Michaela)[ 3 ] ; Campese, C (Campese, Christine)[ 4 ] ; Enouf, V (Enouf, Vincent)[ 5 ] ; Gaymard, A (Gaymard, Alexandre)[ 6 ] ; Bella, A (Bella, Antonino)[ 7 ] ; Sognamiglios, P (Sognamiglios, Paola)[ 8 ] ; Moros, MJS (Sierra Moros, Maria Jose)[ 9 ] ; Riutort, AN (Nicolau Riutort, Antonio)[ 10 ] ...更多内容",研究方向:Infectious Diseases,World Health Organization,出版年: MAR 5 2020,"European Ctr Dis Prevent & Control, Stockholm, Sweden.
[ 1 ] European Ctr Dis Prevent & Control, Stockholm, Sweden
[ 2 ] WHO, Reg Off Europe, Copenhagen, Denmark
[ 3 ] Robert Koch Inst, Berlin, Germany
[ 4 ] Sante Publ France Direct Malad Infect, St Maurice, France
[ 5 ] Inst Pasteur, Ctr Natl Reference Virus Infect Resp, Paris, France
[ 6 ] Hosp Civils Lyon, Ctr Natl Reference Virus Infect Resp, Lyon, France
[ 7 ] Ist Super Sanita, Rome, Italy
[ 8 ] Ist Nazl Malattie Infett Lazzaro Spallanzani, Rome, Italy
[ 9 ] Spanish Minist Hlth, Coordinat Ctr Hlth Alerts & Emergencies, Madrid, Spain
[ 10 ] Direcc Gen Salut Publ, Serv Epidemiol, Islas Baleares, Spain
[ 11 ] Fed Serv Surveillance Consumer Rights Protect & H, Moscow, Russia
[ 12 ] Common Community Commiss, Dept Infect Dis Prevent & Control, Brussels, Brussels Capita, Belgium
[ 13 ] Lapland Hosp Dist, Infect Control Unit, Rovaniemi, Finland
[ 14 ] Cellule Reg Nouvelle Aquitaine, Sante Publ France Direct Reg, Bordeaux, France
[ 15 ] Cellule Reg Ile de France, Sante Publ France Direct Reg, Paris, France
[ 16 ] Cellule Reg Auvergne Rhone Alpes, Sante Publ France Direct Reg, Lyon, France
[ 17 ] Inst Hlth Carlos III, WHO Natl Influenza Ctr, Natl Ctr Microbiol, Madrid, Spain
[ 18 ] Inst Hlth Carlos III, Natl Ctr Epidemiol, CIBERESP, Madrid, Spain
[ 19 ] Direcc Gen Salut Publ, Islas Baleares, Spain
[ 20 ] Rospotrebnadzor, State Res Ctr Virol & Biotechnol Vector, Moscow, Russia
[ 21 ] St Pierre Hosp, Brussels, Belgium
[ 22 ] KU Leuven Univ Leuven, Rega Inst, Dept Microbiol & Immunol, Lab Clin Virol, Leuven, Belgium
[ 23 ] Sciensano, Epidemiol Infect Dis, Brussels, Belgium
[ 24 ] Finnish Inst Hlth & Welf THL, Dept Hlth Secur, Expert Microbiol Unit, Helsinki, Finland
[ 25 ] Finnish Inst Hlth & Welf THL, Dept Hlth Secur, Infect Dis Control & Vaccinat Unit, Helsinki, Finland
[ 26 ] Publ Hlth Agcy Sweden, Solna, Sweden
"
"摘要
Two months after the emergence of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), the possibility of established and widespread community transmission in the European Union and European Economic Area ( EU/EEA) is becoming more likely. We provide scenarios for use in preparedness for a possible widespread epidemic. The EU/EEA is moving towards the 'limited sustained transmission' phase. We propose actions to prepare for potential mitigation phases and coordinate efforts to protect the health of citizens.",,文献类型:Article,EUROSURVEILLANCE,2000202,"Potential scenarios for the progression of a COVID-19 epidemic in the European Union and the European Economic Area, March 2020","作者:Johnson, HC (Johnson, Helen C.)[ 1 ] ; Gossner, CM (Gossner, Celine M.)[ 1 ] ; Colzani, E (Colzani, Edoardo)[ 1 ] ; Kinsman, J (Kinsman, John)[ 1 ] ; Alexakis, L (Alexakis, Leonidas)[ 1 ] ; Beaut, J (Beaut, Julien)[ 1 ] ; Wurz, A (Wurz, Andrea)[ 1 ] ; Tsolova, S (Tsolova, Svetla)[ 1 ] ; Bundle, N (Bundle, Nick)[ 1 ] ; Ekdahl, K (Ekdahl, Karl)[ 1 ]",研究方向:Infectious Diseases,,出版年: MAR 5 2020,"European Ctr Dis Prevent & Control, Solna, Sweden.
[ 1 ] European Ctr Dis Prevent & Control, Solna, Sweden
"
"摘要
The need for timely establishment of diagnostic assays arose when Germany was confronted with the first travel-associated outbreak of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) in Europe. We describe our laboratory experiences during a large contact tracing investigation, comparing previously published real-time RT-PCR assays in different PCR systems and a commercial kit. We found that assay performance using the same primers and probes with different PCR systems varied and the commercial kit performed well.",,文献类型:Article,EUROSURVEILLANCE,2000173,"Rapid establishment of laboratory diagnostics for the novel coronavirus SARS-CoV-2 in Bavaria, Germany, February 2020","作者:Konrad, R (Konrad, Regina)[ 1 ] ; Eberle, U (Eberle, Ute)[ 2 ] ; Dangel, A (Dangel, Alexandra)[ 1 ] ; Treis, B (Treis, Bianca)[ 2 ] ; Berger, A (Berger, Anja)[ 1 ] ; Bengs, K (Bengs, Katja)[ 1 ] ; Fingerle, V (Fingerle, Volker)[ 2 ] ; Liebl, B (Liebl, Bernhard)[ 3,4 ] ; Ackermann, N (Ackermann, Nikolaus)[ 2 ] ; Sing, A (Sing, Andreas)[ 1,4 ]",研究方向:Infectious Diseases,,出版年: MAR 5 2020,"Bavarian Hlth & Food Safety Author, Publ Hlth Microbiol Unit, Oberschleissheim, Germany.
[ 1 ] Bavarian Hlth & Food Safety Author, Publ Hlth Microbiol Unit, Oberschleissheim, Germany
[ 2 ] Bavarian Hlth & Food Safety Author, Unit Virol, Oberschleissheim, Germany
[ 3 ] Bavarian Hlth & Food Safety Author, State Inst Hlth, Oberschleissheim, Germany
[ 4 ] Ludwig Maximilians Univ Munchen, Munich, Germany
"
"摘要
Facing the emergence of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), high-volume respiratory testing is demanded in laboratories worldwide. We evaluated the performance of a molecular assay for the detection of SARS-CoV-2 on a high-throughput platform, the cobas 6800, using the 'open channel' for integration of a laboratory-developed assay. We observed good analytical performance in clinical specimens. The fully automated workflow enables high-throughput testing with minimal hands-on time, while offering fast and reliable results.",,文献类型:Article,EUROSURVEILLANCE,2000152,Evaluation of a quantitative RT-PCR assay for the detection of the emerging coronavirus SARS-CoV-2 using a high throughput system,"作者:Pfefferle, S (Pfefferle, Susanne)[ 1 ] ; Reucher, S (Reucher, Svenja)[ 1 ] ; Norz, D (Noerz, Dominic)[ 1 ] ; Lutgehetmann, M (Luetgehetmann, Marc)[ 1 ]",研究方向:Infectious Diseases,,出版年: MAR 5 2020,"Univ Med Ctr Hamburg Eppendorf UKE, Inst Med Microbiol Virol & Hyg, Hamburg, Germany.
[ 1 ] Univ Med Ctr Hamburg Eppendorf UKE, Inst Med Microbiol Virol & Hyg, Hamburg, Germany
"
"摘要
Background: Coronavirus disease 2019 (COVID-19), formerly known as severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) and 2019 novel coronavirus (2019-nCoV), was first identified in December 2019 in Wuhan City, China. Structural equation modeling (SEM) is a multivariate analysis method to determine the structural relationship between measured variables. This observational study aimed to use SEM to determine the effects of social support on sleep quality and function of medical staff who treated patients with COVID-19 in January and February 2020 in Wuhan, China.

Material/Methods: A one-month cross-sectional observational study included 180 medical staff who treated patients with COVID-19 infection. Levels of anxiety, self-efficacy, stress, sleep quality, and social support were measured using the and the Self-Rating Anxiety Scale (SAS), the General Self-Efficacy Scale (GSES), the Stanford Acute Stress Reaction (SASR) questionnaire, the Pittsburgh Sleep Quality Index (PSQI), and the Social Support Rate Scale (SSRS), respectively. Pearson's correlation analysis and SEM identified the interactions between these factors.

Results: Levels of social support for medical staff were significantly associated with self-efficacy and sleep quality and negatively associated with the degree of anxiety and stress. Levels of anxiety were significantly associated with the levels of stress, which negatively impacted self-efficacy and sleep quality. Anxiety, stress, and self-efficacy were mediating variables associated with social support and sleep quality.

Conclusions: SEM showed that medical staff in China who were treating patients with COVID-19 infection during January and February 2020 had levels of anxiety, stress, and self-efficacy that were dependent on sleep quality and social support.","作者关键词:Anxiety; SARS Virus; Social Support; Stress, Psychological",文献类型:Article,MEDICAL SCIENCE MONITOR,e923549,The Effects of Social Support on Sleep Quality of Medical Staff Treating Patients with Coronavirus Disease 2019 (COVID-19) in January and February 2020 in China,"作者:Xiao, H (Xiao, Han)[ 1 ] ; Zhang, Y (Zhang, Yan)[ 2 ] ; Kong, DS (Kong, Desheng)[ 2 ] ; Li, SY (Li, Shiyue)[ 3 ] ; Yang, NX (Yang, Ningxi)[ 2 ]",研究方向:Research & Experimental Medicine,Basic Research Project of Coronavirus Disease 2019 Epidemic of Fundamental Research Funds for the Central Universities (Harbin Engineering University) ,出版年: MAR 5 2020,"Harbin Engn Univ, Coll Humanities & Social Sci, Harbin, Heilongjiang, Peoples R China.
[ 1 ] Capital Med Univ, Dept Respirat, Xuanwu Hosp, Beijing, Peoples R China
[ 2 ] Harbin Engn Univ, Coll Humanities & Social Sci, Harbin, Heilongjiang, Peoples R China
[ 3 ] Wuhan Univ, Sch Hlth Sci, Wuhan, Hubei, Peoples R China
"
,,文献类型:News Item,BMJ-BRITISH MEDICAL JOURNAL,m918,"Covid-19: 90% of cases will hit NHS over nine week period, chief medical officer warns","作者:Mahase, E (Mahase, Elisabeth)",研究方向:General & Internal Medicine,,出版年: MAR 5 2020,
,,文献类型:Editorial Material,BMJ-BRITISH MEDICAL JOURNAL,m800,Coronavirus disease 2019 (covid-19): a guide for UK GPs,"作者:Razai, MS (Razai, Mohammad S.)[ 1 ] ; Doerholt, K (Doerholt, Katja)[ 2 ] ; Ladhani, S (Ladhani, Shamez)[ 3 ] ; Oakeshott, P (Oakeshott, Pippa)[ 1 ]",研究方向:General & Internal Medicine,,出版年: MAR 5 2020,"St George Univ London, Populat Hlth Res Inst, London, England.
[ 1 ] St George Univ London, Populat Hlth Res Inst, London, England
[ 2 ] St Georges Univ Hosp NHS Fdn Trust, London, England
[ 3 ] Publ Hlth England, London, England
"
"摘要
To solve various nonlinear problems in predicting safety distance, a prediction method for is proposed critical driving safety distance based on Particle Wwarm Optimization and Artificial Neural Network (PSO-ANN). PSO is used to optimize weight and threshold of ANN, which prevents ANN from easily falling into local optimum, and finds the global optimal solution through iteration. With road condition, the speed of the preceding vehicle, the speed of following vehicle, and the deceleration of preceding vehicle as input, critical driving safety distance as output, a prediction model with PSO-ANN is built. By training the collected sample data, the prediction result of driving safety distance is obtained, and compared with the prediction result of ANN is built. The experimental results show that the PSO-ANN algorithm is more stable and the average absolute error of prediction results is reduced by 7.8% compared with ANN method.
摘要:针对行车安全距离预测中的各种非线性问题,提出一种基于粒子群优化人工神经网络(PSO-ANN)的临界安全距离预测方法。通过粒子群优化(PSO)算法优化人工神经网络(ANN)的权值和阈值,避免ANN容易陷入局部最优的问题,并通过迭代找到全局最优解。以路面情况、前后车速度以及前车减速度作为输入,临界行车安全距离作为输出,应用PSOANN建立预测模型,通过训练收集的样本数据预测行车安全距离,并与当前常用的ANN预测结果进行比较,结果表明:与 ANN方法相比,PSO-ANN算法更稳定,且预测结果的平均绝对误差降低了7.8%。",作者关键词:Critical driving safety distance; Prediction model; Particle swarm optimization algorithm; Artificial neural network,文献类型:Article,Automobile Technology,,Prediction and Simulation of Critical Driving Safety Distance Based on PSO-ANN,作者:Chen Liang; Shi Zhicai; Zhang Xiang; Li Changqing,研究方向:Computer Science,,出版年: 2020,"地址: Chen Liang, Shanghai University of Engineering Science, Shanghai 201620, China.
Shi Zhicai, Shanghai University of Engineering Science, Shanghai 201620, China.
Zhang Xiang, Shanghai University of Engineering Science, Shanghai 201620, China.
Li Changqing, Shanghai University of Engineering Science, Shanghai 201620, China."
"摘要
In late December 2019, a cluster of cases with 2019 Novel Coronavirus pneumonia (SARS-CoV-2) in Wuhan, China, aroused worldwide concern. Previous studies have reported epidemiological and clinical characteristics of coronavirus disease 2019 (COVID-19). The purpose of this brief review is to summarize those published studies as of late February 2020 on the clinical features, symptoms, complications, and treatments of COVID-19 and help provide guidance for frontline medical staff in the clinical management of this outbreak.",作者关键词:COVID-19; SARS-CoV-2; coronavirus; pneumonia; Wuhan; review,文献类型:Article; Early Access,JOURNAL OF GENERAL INTERNAL MEDICINE,10.1007/s11606-020-05762-w,Review of the Clinical Characteristics of Coronavirus Disease 2019 (COVID-19),"作者:Jiang, F (Jiang, Fang)[ 1 ] ; Deng, LH (Deng, Liehua)[ 2 ] ; Zhang, LQ (Zhang, Liangqing)[ 3 ] ; Cai, Y (Cai, Yin)[ 1 ] ; Cheung, CW (Cheung, Chi Wai)[ 1 ] ; Xia, ZY (Xia, Zhengyuan)[ 1,3 ]",研究方向:Health Care Sciences & Services; General & Internal Medicine,National Natural Science Foundation of China,MAR 2020,"Univ Hong Kong, Li Ka Shing Fac Med, Dept Anesthesiol, Hong Kong, Peoples R China.
Guangdong Med Univ, Affiliated Hosp, Dept Anesthesiol, Zhanjiang, Peoples R China.
[ 1 ] Univ Hong Kong, Li Ka Shing Fac Med, Dept Anesthesiol, Hong Kong, Peoples R China
[ 2 ] Guangdong Med Univ, Affiliated Hosp, Dept Crit Care Med, Zhanjiang, Peoples R China
[ 3 ] Guangdong Med Univ, Affiliated Hosp, Dept Anesthesiol, Zhanjiang, Peoples R China
"
,,文献类型:News Item,BMJ-BRITISH MEDICAL JOURNAL,m869,"Covid-19: hoarding and misuse of protective gear is jeopardising the response, WHO warns","作者:Mahase, E (Mahase, Elisabeth)",研究方向:General & Internal Medicine,,出版年: MAR 4 2020,
